description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.;19.987;/iIF0y5Gq0XxRgddaWtVTqqHboWp.jpg;5.913;1851.0;228066.0;141004.0;Victor Frankenstein;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;228066.0;James McAvoy;Daniel Radcliffe;Jessica Brown Findlay;Andrew Scott;Freddie Fox;Paul McGuigan
In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming of age as he embarks on a perilous desert journey to guide a British officer to his secret destination.;5.634;/7JGRlapaNKTyxe7iH8qiMymq4UJ.jpg;6.7;144.0;287628.0;141050.0;Theeb;2014;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287628.0;Jacir Eid;Hassan Mutlag;Hussein Salameh;Marji Audeh;Jack Fox;Naji Abu Nowar
After his wife passes away trying to cross a mountain, Manjhi, out of sheer rage, sets on a quest to carve a road through the treacherous mountain.;6.412;/pz8fFpxuANQNK0iwi9Qvt8Bex29.jpg;7.3;57.0;353898.0;141058.0;Manjhi The Mountain Man;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;353898.0;Nawazuddin Siddiqui;Radhika Apte;Pankaj Tripathi;Urmila Mahanta;Ashraf Ul Haq;Ketan Mehta
Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.;5.888;/pDg9Em9YJtIdIzvjMklmFsTBB0s.jpg;7.0;137.0;336203.0;141060.0;Fly Away Solo;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;336203.0;Richa Chadha;Sanjay Mishra;Vicky Kaushal;Shweta Tripathi;Vineet Kumar;Neeraj Ghaywan
"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.";40.393;/qQB4RKFeUMqLBiMdwMbpgdePBeO.jpg;4.896;634.0;354556.0;141131.0;Guardians;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;354556.0;Anton Pampushnyy;Sanjar Madi;Sebastien Sisak;Alina Lanina;Valeriya Shkirando;Sarik Andreasyan
A newsman discovers he's been rigged with a bomb after he has an exclusive interview with a terrorist who blew up a bridge.;6.774;/9VFBtfMRKh5Yfd8jQ4kPhhD441D.jpg;7.156;180.0;209764.0;141139.0;The Terror Live;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209764.0;Ha Jung-woo;Kim Dae-myung;Lee Kyung-young;Jeon Hye-jin;Lee Da-wit;Kim Byung-woo
Maltazard, the Evil M, is now 7 feet tall and evolving among the humans, causing terror wherever he goes. His goal is simple: forming an army of giant henchmen and ruling over the universe. Meanwhile, Arthur is still a Minimoy, and thus in a state where he's unable to fend him off. With the help of Selenia and Betameche, he hatches a plan to regain his usual size: all they must do is infiltrate Arthur's house through the pipeworks, catch an electric train from his bedroom to his grandfather's study and find an elixir that will make him grow back to his human size. Sounds simple enough, if it weren't for Darkos, Maltazard's own son, hot on their tails.;20.655;/wBT40NqmBz65WYmIGhDnWcgzPcA.jpg;5.777;1347.0;42949.0;141166.0;Arthur 3: The War of the Two Worlds;2010;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42949.0;Freddie Highmore;Mia Farrow;Robert Stanton;Penny Balfour;David Gasman;Luc Besson
"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.";3.465;/5I5icNRfvpMbbNboGaI8nUlSZw6.jpg;7.0;50.0;354544.0;141251.0;Demetri Martin: Live (At The Time);2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;354544.0;Demetri Martin;no actors;no actors;no actors;no actors;Jay Karas
In the late 1990s, a drug-addled nihilist resorts to murder to climb the ladder of the London music industry.;8.052;/o1UCbfINkQsI2kGEIT3Y4GwHTnq.jpg;6.087;275.0;318922.0;141393.0;Kill Your Friends;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318922.0;Nicholas Hoult;Craig Roberts;Georgia King;Tom Riley;Jim Piddock;Owen Harris
Holly loves Rob and tries to help him through his grief – even if it means contending with his dead girlfriend Nina, who comes back, bloody and broken, every time they make love;9.665;/l6fIaMjMx4bCHLvgCcnNfWctfm2.jpg;5.234;124.0;323694.0;141395.0;Nina Forever;2015;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;323694.0;Abigail Hardingham;Cian Barry;Fiona O'Shaughnessy;David Troughton;Elizabeth Elvin;Ben Blaine
A futuristic love story set in a world where emotions have been eradicated.;14.507;/vP1i0dddTbLL3pyddrSCPnJa8S7.jpg;6.124;1229.0;301875.0;141397.0;Equals;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;301875.0;Nicholas Hoult;Kristen Stewart;Guy Pearce;Jacki Weaver;Bel Powley;Drake Doremus
Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.;81.166;/lUKvvSnjFlazrdh6wyHxHrdMknD.jpg;6.466;1580.0;273477.0;141408.0;Scouts Guide to the Zombie Apocalypse;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273477.0;Tye Sheridan;Sarah Dumont;Logan Miller;Joey Morgan;David Koechner;Christopher Landon
Koichi takes care of his sister, who has recently returned from a trip abroad in the United States as she is not well. While caring for her, he records evidence of ghosts in their home.;66.999;/mh7j7XlYWo82UnQGhsxcuyolzp.jpg;6.044;360.0;59429.0;141420.0;Paranormal Activity 2: Tokyo Night;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59429.0;Aoi Nakamura;Noriko Aoyama;Kosuke Kujirai;Ayako Yoshitani;Kazuyoshi Tsumura;Toshikazu Nagae
Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.;9.529;/vETQNfswR1R7SOIpGuFDv66xfb7.jpg;7.276;1444.0;245168.0;141422.0;Suffragette;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245168.0;Carey Mulligan;Helena Bonham Carter;Brendan Gleeson;Anne-Marie Duff;Meryl Streep;Sarah Gavron
The master of a dorayaki pastry store hires a 76-year-old woman whose talents attract customers from all over. But she's hiding a troubling secret. Life's joys are found in the little details, and no matter what may be weighing you down, everyone loves a good pastry.;9.462;/fOfAbH25PasLXh2xGrp7TAs4sk7.jpg;7.456;408.0;319373.0;141432.0;Sweet Red Bean Paste;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;319373.0;Kirin Kiki;Masatoshi Nagase;Kyara Uchida;Miki Mizuno;Etsuko Ichihara;Naomi Kawase
In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.;23.229;/x6cBDjTCeKZkD7rSFfr6VvC8XeT.jpg;7.355;183.0;291549.0;141538.0;Assassination;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;291549.0;Jun Ji-hyun;Ha Jung-woo;Lee Jung-jae;Oh Dal-su;Cho Jin-woong;Choi Dong-hoon
In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.;16.744;/ArUqADkwycYtNVuXSoSXVrdJ8iJ.jpg;6.599;587.0;310135.0;141544.0;Turbo Kid;2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;310135.0;Munro Chambers;Laurence Leboeuf;Michael Ironside;Aaron Jeffery;Edwin Wright;François Simard
Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.;31.447;/hWNpYT2ToOfG1rrYE147VXHKD1z.jpg;6.709;2063.0;301351.0;141648.0;We Are Your Friends;2015;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;301351.0;Zac Efron;Wes Bentley;Emily Ratajkowski;Jonny Weston;Shiloh Fernandez;Max Joseph
The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.;57.207;/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg;7.77;395.0;323272.0;141668.0;War Room;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;323272.0;Karen Abercrombie;Priscilla C. Shirer;T.C. Stallings;Tenae Downing;Alena Pitts;Alex Kendrick
In 1971, Carole and Delphine meet and fall in love in Paris. When Carole follows Delphine back to her family farm in Limousin, the two find lesbianism and feminism are not as easy in the countryside.;14.129;/ugqdTcTEiIl37jv0QiSUlpplEke.jpg;6.7;290.0;273153.0;141674.0;Summertime;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273153.0;Izïa Higelin;Cécile de France;Noémie Lvovsky;Laetitia Dosch;Kévin Azaïs;Catherine Corsini
"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.";183.794;/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg;7.01;3201.0;276907.0;141688.0;Legend;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276907.0;Tom Hardy;Emily Browning;Christopher Eccleston;David Thewlis;Taron Egerton;Brian Helgeland
Multiple lives intersect in the aftermath of the violent mugging of a Columbia University philosophy professor.;6.442;/ydJYMqO7hk8jL9dMt2W0FjWO0M2.jpg;5.782;101.0;277710.0;141690.0;Anesthesia;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277710.0;Sam Waterston;Tim Blake Nelson;Kristen Stewart;Glenn Close;Corey Stoll;Tim Blake Nelson
A psychiatrist is drawn into a complex mind game when he questions a disturbed patient about the disappearance of a colleague.;7.445;/qz5Lay32YWZ8Mof4dEGizMGhVYz.jpg;7.104;120.0;285841.0;141698.0;Elephant Song;2014;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285841.0;Bruce Greenwood;Carrie-Anne Moss;Guy Nadon;Colm Feore;Catherine Keener;Charles Binamé
A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.;7.128;/gIClWRv5OSe8rl5Koi0AeUcCZ9Z.jpg;7.857;280.0;352173.0;141702.0;Drishyam;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;352173.0;Ajay Devgn;Tabu;Shriya Saran;Rajat Kapoor;Ishita Dutta;Nishikant Kamat
Two co-dependent sisters, a recovering sex addict and a lonely lesbian who work as hotel maids in Fresno, go to ludicrous lengths to cover up an accidental crime.;6.445;/lFoDP8JBZFA0r0wMgPGvQyi6IrA.jpg;5.318;85.0;301629.0;141712.0;Addicted to Fresno;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;301629.0;Judy Greer;Aubrey Plaza;Natasha Lyonne;Clea DuVall;Ron Livingston;Jamie Babbit
Two women retreat to a lake house to get a break from the pressures of the outside world, only to realize how disconnected from each other they have become, allowing their suspicions to bleed into reality.;6.826;/pnkTFRx3fPh6NTSBYmSSjkp48SC.jpg;6.0;126.0;300542.0;141714.0;Queen of Earth;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300542.0;Elisabeth Moss;Katherine Waterston;Patrick Fugit;Keith Poulson;Kate Lyn Sheil;Alex Ross Perry
Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.;7.897;/cwy9sGEOAuzpZXzXBVln1PZ4vxn.jpg;6.29;496.0;323373.0;141718.0;Deathgasm;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;323373.0;Milo Cawthorne;Kimberley Crossman;Sam Berkley;Delaney Tabron;Colin Moy;Jason Lei Howden
When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.;17.922;/mXZZIacI5FC8thzSC0lgQBQ2uAX.jpg;7.619;5276.0;306819.0;141749.0;The Danish Girl;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;306819.0;Eddie Redmayne;Alicia Vikander;Matthias Schoenaerts;Ben Whishaw;Sebastian Koch;Tom Hooper
Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.;24.34;/ochcUJTPQSfU5fDMA21y4xoDzeX.jpg;4.727;489.0;57876.0;141761.0;Area 51;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;57876.0;Frank Novak;Reid Warner;Darrin Bragg;Ben Rovner;Jelena Nik;Oren Peli
A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.;26.214;/qnH3SCfb3ePz9qM8BvBtq9JLLXY.jpg;5.9;604.0;241843.0;141799.0;Cooties;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;241843.0;Elijah Wood;Alison Pill;Rainn Wilson;Jack McBrayer;Nasim Pedrad;Cary Murnion
When Steve Jobs died the world wept. But what accounted for the grief of millions of people who didn’t know him? This evocative film navigates Jobs' path from a small house in the suburbs, to zen temples in Japan, to the CEO's office of the world's richest company, exploring how Jobs’ life and work shaped our relationship with the computer. The Man in the Machine is a provocative and sometimes startling re-evaluation of the legacy of an icon.;9.239;/y8zA8Vdh5AQRULuDDp2xx08DNNx.jpg;6.555;218.0;324308.0;141846.0;Steve Jobs: The Man in the Machine;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;324308.0;Bob Belleville;Chrisann Brennan;Nolan Bushnell;Jason Chen;Nick Denton;Alex Gibney
A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime.;15.812;/evZicaR7nXe4LiD9G6QYTorcJGO.jpg;6.689;2273.0;313922.0;141866.0;Green Room;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;313922.0;Anton Yelchin;Imogen Poots;Alia Shawkat;Joe Cole;Callum Turner;Jeremy Saulnier
Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.;11.323;/1D4vcJmJc58WXarpRtwgd2do9Rg.jpg;7.571;1456.0;283587.0;141890.0;Beasts of No Nation;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;283587.0;Abraham Attah;Idris Elba;Emmanuel Nii Adom Quaye;Opeyemi Fagbohungbe;Emmanuel Affadzi;Cary Joji Fukunaga
The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who ‘temporarily’ parked her van in Bennett’s London driveway and proceeded to live there for 15 years.;10.833;/sqz4CGInI1bysFH674HYWtQSmYn.jpg;6.433;624.0;328589.0;141924.0;The Lady in the Van;2015;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;328589.0;Maggie Smith;Alex Jennings;Frances de la Tour;Gwen Taylor;Dominic Cooper;Nicholas Hytner
A look at the events leading up to the Taliban's attack on the young Pakistani school girl, Malala Yousafzai, for speaking out on girls' education and the aftermath, including her speech to the United Nations.;10.453;/lOYrqRKhOrPd5RvWoyTw71KVI6z.jpg;6.7;138.0;338928.0;141926.0;He Named Me Malala;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;338928.0;Malala Yousafzai;Ziauddin Yousafzai;Toor Pekai Yousafzai;Khushal Yousafzai;Atal Yousafzai;Davis Guggenheim
An action-packed horror comedy, BLOODSUCKING BASTARDS stars Fran Kranz as Evan, a dutiful and overworked employee stuck at a soul-killing corporation with his beautiful co-worker and girlfriend Amanda (Emma Fitzpatrick) and his slacker best friend Tim (Joey Kern). Evans world begins to crumble when Amanda dumps him and his boss Ted (Joel Murray) hands his coveted promotion to his nemesis Max (Pedro Pascal). When his office mates start going through disturbing changes, Evan must find a way to stop the evil brewing admist the cubicles, and rescue his workplace pals before his life and career go from dead-end... to just dead.;4.619;/ymDJQsmDSgQ4IGZAxW4aR0WpVAr.jpg;5.503;143.0;317981.0;141928.0;Bloodsucking Bastards;2015;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;317981.0;Fran Kranz;Joey Kern;Joel Murray;Pedro Pascal;Emma Fitzpatrick;Brian James O'Connell
Ash and his friends must stop a greedy media mogul from using the shape-shifting Zoroark to capture the time-travelling Celebi.;21.617;/tWgH64RZmm2rIHtO2DNnfN3DZa8.jpg;6.685;163.0;50087.0;141942.0;Pokémon: Zoroark: Master of Illusions;2010;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50087.0;Rica Matsumoto;Ikue Otani;Yuji Ueda;Megumi Toyoguchi;Etsuko Kozakura;Kunihiko Yuyama
Meru is the electrifying story of three elite American climbers—Conrad Anker, Jimmy Chin, and Renan Ozturk—bent on achieving the impossible.;8.622;/y7PvS0dIBqk1X69Ka6toio0xnaz.jpg;7.383;197.0;318279.0;141946.0;Meru;2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;318279.0;Conrad Anker;Jimmy Chin;Renan Ozturk;Jenni Lowe-Anker;Amee Hinkley;Elizabeth Chai Vasarhelyi
